Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
EIF4B	1975	12q13.13	1975
IGFBP6	3489	12q13.13	3489
SOAT2	8435	12q13.13	8435
SPRYD3	84926	12q13.13	84926
TENC1	23371	12q13.13	TENC1
CSAD	51380	12q13.13	51380
ZNF740	283337	12q13.13	283337
ITGB7	3695	12q13.13	3695
RARG	5916	12q13.13	5916
MFSD5	84975	12q13.13	84975
ESPL1	9700	12q13.13	9700
PFDN5	5204	12q13.13	5204
C12orf10	60314	12q13.13	60314
AAAS	8086	12q13.13	8086
SP7	121340	12q13.13	121340
SP1	6667	12q13.13	6667
AMHR2	269	12q13.13	269
PCBP2	5094	12q13.13	5094
PRR13	54458	12q13.13	54458
MAP3K12	7786	12q13.13	7786
TARBP2	6895	12q13.13	6895
NPFF	8620	12q13.13	8620
ATF7	11016	12q13.13	11016
ATP5G2	517	12q13.13	517
CALCOCO1	57658	12q13.13	57658
SNORD81|ENSG00000223213.1	-4020	12q13.13	SNORD81|ENSG00000223213.1
RN7SKP289	-4021	12q13.13	106479224
HOXC13	3229	12q13.13	3229
HOXC12	-4022	12q13.13	3228
HOTAIR	-4023	12q13.13	100124700
HOXC11	3227	12q13.13	3227
HOXC10	3226	12q13.13	3226
HOXC5	3222	12q13.13	3222
HOXC6	3223	12q13.13	3223
MIR196A2	406973	12q13.13	406973
HOXC9	3225	12q13.13	3225
HOXC8	-4024	12q13.13	3224
HOXC4	3221	12q13.13	3221
MIR615	-4025	12q13.13	693200
SMUG1	23583	12q13.13	23583
CBX5	23468	12q13.13	23468
RN7SL390P	-4026	12q13.13	106479366
HNRNPA1	3178	12q13.13	3178
NFE2	4778	12q13.13	4778
COPZ1	22818	12q13.13	22818
MIR148B	-4027	12q13.13	442892
RN7SL744P	-4028	12q13.13	106479493
GPR84	53831	12q13.13	53831
ZNF385A	25946	12q13.13	25946
ITGA5	3678	12q13.13	3678
GTSF1	121355	12q13.13	121355
NCKAP1L	3071	12q13.13	3071
PDE1B	5153	12q13.2	5153
PPP1R1A	5502	12q13.2	5502
GLYCAM1	-4029	12q13.2	644076
LACRT	90070	12q13.2	90070
DCD	117159	12q13.2	117159
MUCL1	118430	12q13.2	118430
TESPA1	9840	12q13.2	9840
NEUROD4	58158	12q13.2	58158
OR9K2	441639	12q13.2	441639
OR10A7	121364	12q13.2	121364
OR6C74	254783	12q13.2	254783
OR6C6	283365	12q13.2	283365
OR6C1	390321	12q13.2	390321
OR6C3	254786	12q13.2	254786
OR6C75	390323	12q13.2	390323
OR6C65	403282	12q13.2	403282
OR6C76	390326	12q13.2	390326
OR6C2	341416	12q13.2	341416
OR6C70	390327	12q13.2	390327
OR6C68	403284	12q13.2	403284
OR6C4	341418	12q13.2	341418
OR2AP1	121129	12q13.2	121129
OR10P1	121130	12q13.2	121130
METTL7B	196410	12q13.2	196410
ITGA7	3679	12q13.2	3679
BLOC1S1	2647	12q13.2	2647
RDH5	5959	12q13.2	5959
CD63	967	12q13.2	967
GDF11	10220	12q13.2	10220
SARNP	84324	12q13.2	84324
DNAJC14	85406	12q13.2	85406
ORMDL2	-4030	12q13.2	29095
TMEM198B	-4031	12q13.2	440104
MMP19	-4032	12q13.2	4327
WIBG	84305	12q13.2	WIBG
DGKA	1606	12q13.2	1606
PMEL	6490	12q13.2	6490
CDK2	1017	12q13.2	1017
RAB5B	5869	12q13.2	5869
SUOX	6821	12q13.2	6821
IKZF4	64375	12q13.2	64375
RPS26	6231	12q13.2	6231
ERBB3	2065	12q13.2	2065
PA2G4	5036	12q13.2	5036
RPL41	6171	12q13.2	6171
ESYT1	23344	12q13.2	23344
ZC3H10	84872	12q13.2	84872
MYL6B	140465	12q13.2	140465
MYL6	4637	12q13.2	4637
SMARCC2	6601	12q13.2	6601
RN7SL770P	-4033	12q13.2	RN7SL770P
RNF41	-4034	12q13.2	10193
NABP2	79035	12q13.3	79035
SLC39A5	283375	12q13.3	283375
ANKRD52	283373	12q13.3	283373
COQ10A	93058	12q13.3	93058
CS	1431	12q13.3	1431
CNPY2	10330	12q13.3	10330
PAN2	9924	12q13.3	9924
IL23A	51561	12q13.3	51561
STAT2	6773	12q13.3	6773
APOF	319	12q13.3	319
TIMELESS	8914	12q13.3	8914
MIP	4284	12q13.3	4284
SPRYD4	283377	12q13.3	283377
GLS2	27165	12q13.3	27165
RBMS2	-4035	12q13.3	5939
BAZ2A	11176	12q13.3	11176
ATP5B	506	12q13.3	506
SNORD59A	-4036	12q13.3	26789
PTGES3	10728	12q13.3	10728
RN7SL809P	-4037	12q13.3	106479516
NACA	4666	12q13.3	4666
PRIM1	5557	12q13.3	5557
HSD17B6	8630	12q13.3	8630
SNORA48|ENSG00000212383.1	-4038	12q13.3	SNORA48|ENSG00000212383.1
SDR9C7	121214	12q13.3	121214
RDH16	-4039	12q13.3	8608
GPR182	11318	12q13.3	11318
HBCBP	-4040	12q13.3	HBCBP
ZBTB39	9880	12q13.3	9880
TAC3	6866	12q13.3	6866
MYO1A	4640	12q13.3	4640
TMEM194A	23306	12q13.3	TMEM194A
NAB2	4665	12q13.3	4665
STAT6	6778	12q13.3	6778
LRP1	4035	12q13.3	4035
MIR1228	-4041	12q13.3	100302201
NXPH4	11247	12q13.3	11247
SHMT2	6472	12q13.3	6472
NDUFA4L2	56901	12q13.3	56901
STAC3	246329	12q13.3	246329
R3HDM2	22864	12q13.3	22864
INHBC	3626	12q13.3	3626
INHBE	83729	12q13.3	83729
GLI1	2735	12q13.3	2735
ARHGAP9	64333	12q13.3	64333
MARS	4141	12q13.3	4141
RN7SL312P	-4042	12q13.3	RN7SL312P
DDIT3	1649	12q13.3	1649
MBD6	114785	12q13.3	114785
MIR616	693201	12q13.3	693201
DCTN2	10540	12q13.3	10540
KIF5A	3798	12q13.3	3798
PIP4K2C	79837	12q13.3	79837
DTX3	196403	12q13.3	196403
ARHGEF25	115557	12q13.3	115557
B4GALNT1	2583	12q13.3	2583
SLC26A10	65012	12q13.3	65012
snoU13|ENSG00000238436.1	-4043	12q13.3	snoU13|ENSG00000238436.1
OS9	10956	12q13.3	10956
AGAP2	116986	12q14.1	116986
TSPAN31	6302	12q14.1	6302
CDK4	1019	12q14.1	1019
MARCH9	92979	12q14.1	92979
CYP27B1	1594	12q14.1	1594
METTL1	4234	12q14.1	4234
METTL21B	25895	12q14.1	25895
TSFM	10102	12q14.1	10102
AVIL	10677	12q14.1	10677
CTDSP2	10106	12q14.1	10106
MIR26A2	-4044	12q14.1	407016
XRCC6BP1	91419	12q14.1	XRCC6BP1
RN7SKP65	-4045	12q14.1	106479124
LRIG3	121227	12q14.1	121227
SLC16A7	9194	12q14.1	9194
SNORA19|ENSG00000251822.1	-4046	12q14.1	SNORA19|ENSG00000251822.1
FAM19A2	338811	12q14.1	338811
SNORD112|ENSG00000252883.1	-4047	12q14.1	SNORD112|ENSG00000252883.1
USP15	9958	12q14.1	9958
MON2	23041	12q14.1	23041
C12orf61	283416	12q14.1	C12orf61
MIRLET7I	406891	12q14.1	406891
PPM1H	57460	12q14.1	57460
snoU13|ENSG00000238475.1	-4048	12q14.1	snoU13|ENSG00000238475.1
LDHAL6CP	-4049	12q14.2	121498
AVPR1A	-4050	12q14.2	552
DPY19L2	283417	12q14.2	283417
TMEM5	10329	12q14.2	10329
SRGAP1	57522	12q14.2	57522
C12orf66	144577	12q14.2	144577
RPS11P6	-4051	12q14.2	729258
C12orf56	115749	12q14.2	115749
snoU13|ENSG00000238440.1	-4052	12q14.2	snoU13|ENSG00000238440.1
XPOT	-4053	12q14.2	11260
TBK1	29110	12q14.2	29110
SNORD83	-4054	12q14.2	SNORD83
RASSF3	283349	12q14.2	283349
MIR548C	-4055	12q14.2	693129
GNS	2799	12q14.3	2799
snoU13|ENSG00000238592.1	-4056	12q14.3	snoU13|ENSG00000238592.1
TBC1D30	23329	12q14.3	23329
RNU6ATAC42P	-4057	12q14.3	106481173
WIF1	11197	12q14.3	11197
LEMD3	23592	12q14.3	23592
MSRB3	253827	12q14.3	253827
RPSAP52	-4058	12q14.3	204010
HMGA2	8091	12q14.3	8091
RNA5SP362	-4059	12q14.3	100873621
LLPH	84298	12q14.3	84298
TMBIM4	-4060	12q14.3	51643
IRAK3	11213	12q14.3	11213
RN7SKP166	-4061	12q14.3	106481814
HELB	92797	12q14.3	92797
snoU13|ENSG00000238528.1	-4062	12q14.3	snoU13|ENSG00000238528.1
GRIP1	23426	12q14.3	23426
CAND1	-4063	12q14.3	55832
DYRK2	-4064	12q15	8445
IFNG	3458	12q15	3458
IL26	55801	12q15	55801
IL22	50616	12q15	50616
MDM1	56890	12q15	56890
RAP1B	5908	12q15	5908
SNORA70G	-4065	12q15	100379132
NUP107	57122	12q15	57122
SLC35E3	-4066	12q15	55508
MDM2	4193	12q15	4193
CPM	1368	12q15	1368
CPSF6	11052	12q15	11052
LYZ	4069	12q15	4069
YEATS4	8089	12q15	8089
RN7SL804P	-4067	12q15	106481140
FRS2	10818	12q15	10818
CCT2	10576	12q15	10576
LRRC10	376132	12q15	376132
BEST3	144453	12q15	144453
RAB3IP	117177	12q15	117177
MYRFL	-4068	12q15	196446
CNOT2	4848	12q15	4848
KCNMB4	27345	12q15	27345
PTPRB	5787	12q15	5787
PTPRR	5801	12q15	5801
TSPAN8	7103	12q21.1	7103
LGR5	8549	12q21.1	8549
ZFC3H1	196441	12q21.1	196441
SNORA17|ENSG00000212461.1	-4069	12q21.1	SNORA17|ENSG00000212461.1
THAP2	83591	12q21.1	83591
TMEM19	55266	12q21.1	55266
RAB21	-4070	12q21.1	23011
TBC1D15	64786	12q21.1	64786
TPH2	121278	12q21.1	121278
TRHDE	29953	12q21.1	29953
U8|ENSG00000201809.1	-4071	12q21.1	U8|ENSG00000201809.1
ATXN7L3B	552889	12q21.1	552889
KCNC2	3747	12q21.1	3747
CAPS2	84698	12q21.1	84698
GLIPR1L1	256710	12q21.2	256710
GLIPR1L2	144321	12q21.2	144321
GLIPR1	-4072	12q21.2	11010
KRR1	11103	12q21.2	11103
SNORA70|ENSG00000251893.2	-4073	12q21.2	SNORA70|ENSG00000251893.2
RN7SL734P	-4074	12q21.2	106479490
PHLDA1	-4075	12q21.2	22822
NAP1L1	4673	12q21.2	4673
RN7SKP172	-4076	12q21.2	106480469
BBS10	79738	12q21.2	79738
OSBPL8	114882	12q21.2	114882
ZDHHC17	23390	12q21.2	23390
CSRP2	1466	12q21.2	1466
E2F7	144455	12q21.2	144455
snoU13|ENSG00000238769.1	-4077	12q21.2	snoU13|ENSG00000238769.1
NAV3	89795	12q21.2	89795
SYT1	6857	12q21.2	6857
MIR1252	-4078	12q21.2	100302136
RN7SL696P	-4079	12q21.2	RN7SL696P
PAWR	-4080	12q21.2	5074
PPP1R12A	4659	12q21.2	4659
RNA5SP363	-4081	12q21.2	100873622
OTOGL	283310	12q21.31	283310
RN7SKP261	-4082	12q21.31	106480477
PTPRQ	-4083	12q21.31	374462
MYF6	4618	12q21.31	4618
MYF5	4617	12q21.31	4617
LIN7A	8825	12q21.31	8825
MIR617	-4084	12q21.31	693202
ACSS3	79611	12q21.31	79611
MIR618	-4085	12q21.31	693203
MIR4699	-4086	12q21.31	100616133
PPFIA2	8499	12q21.31	8499
CCDC59	29080	12q21.31	29080
METTL25	84190	12q21.31	84190
TMTC2	160335	12q21.31	160335
SNORA3|ENSG00000221148.1	-4087	12q21.31	SNORA3|ENSG00000221148.1
SLC6A15	55117	12q21.31	55117
TSPAN19	144448	12q21.31	144448
LRRIQ1	84125	12q21.31	84125
ALX1	8092	12q21.31	8092
RASSF9	9182	12q21.31	9182
NTS	4922	12q21.31	4922
MGAT4C	25834	12q21.31	25834
MKRN9P	-4088	12q21.32	400058
C12orf50	160419	12q21.32	160419
C12orf29	91298	12q21.32	91298
CEP290	80184	12q21.32	80184
RNA5SP364	-4089	12q21.32	100873623
TMTC3	160418	12q21.32	160418
KITLG	-4090	12q21.32	4254
DUSP6	1848	12q21.33	1848
POC1B	282809	12q21.33	282809
GALNT4	8693	12q21.33	8693
ATP2B1	490	12q21.33	490
LINC00936	-4091	12q21.33	338758
RNA5SP365	-4092	12q21.33	100873624
CCER1	196477	12q21.33	196477
LINC00615	-4093	12q21.33	439916
EPYC	1833	12q21.33	1833
KERA	11081	12q21.33	11081
LUM	-4094	12q21.33	4060
DCN	1634	12q21.33	1634
C12orf79	256021	12q21.33	C12orf79
BTG1	-4095	12q21.33	694
CLLU1OS	574016	12q22	574016
CLLU1	574028	12q22	574028
snoU13|ENSG00000238865.1	-4096	12q22	snoU13|ENSG00000238865.1
C12orf74	338809	12q22	338809
PLEKHG7	440107	12q22	440107
EEA1	8411	12q22	8411
SNORD74|ENSG00000201502.1	-4098	12q22	SNORD74|ENSG00000201502.1
snoU13|ENSG00000238361.1	-4097	12q22	snoU13|ENSG00000238361.1
snoU13|ENSG00000239073.1	-4099	12q22	snoU13|ENSG00000239073.1
NUDT4	11163	12q22	11163
UBE2N	-4100	12q22	7334
MRPL42	28977	12q22	28977
RN7SL737P	-4101	12q22	106481123
SOCS2	8835	12q22	8835
CRADD	8738	12q22	8738
RN7SL630P	-4102	12q22	106481094
RN7SKP263	-4103	12q22	106480913
PLXNC1	10154	12q22	10154
CCDC41	51134	12q22	CCDC41
RN7SL330P	-4104	12q22	106481013
RN7SL483P	-4105	12q22	106479399
MIR5700	100847031	12q22	100847031
TMCC3	57458	12q22	57458
KRT19P2	-4106	12q22	160313
MIR492	574449	12q22	574449
NDUFA12	55967	12q22	55967
NR2C1	7181	12q22	7181
FGD6	55785	12q22	55785
VEZT	55591	12q22	55591
MIR331	442903	12q22	442903
MIR3685	100500802	12q22	100500802
METAP2	10988	12q22	10988
USP44	84101	12q22	84101
PGAM1P5	-4107	12q22	100132594
NTN4	59277	12q22	59277
SNRPF	-4108	12q23.1	6636
CCDC38	120935	12q23.1	120935
AMDHD1	144193	12q23.1	144193
HAL	3034	12q23.1	3034
LTA4H	4048	12q23.1	4048
RN7SL88P	-4109	12q23.1	106480945
ELK3	-4110	12q23.1	2004
CDK17	5128	12q23.1	5128
RN7SKP11	-4111	12q23.1	106479099
C12orf55	-4112	12q23.1	C12orf55
C12orf63	-4113	12q23.1	C12orf63
NEDD1	121441	12q23.1	121441
RMST	-4114	12q23.1	196475
MIR1251	100302289	12q23.1	100302289
MIR135A2	406926	12q23.1	406926
MIR4495	100616287	12q23.1	100616287
MIR4303	100422924	12q23.1	100422924
SLC9A7P1	-4115	12q23.1	121456
TMPO	7112	12q23.1	7112
RN7SL179P	-4116	12q23.1	RN7SL179P
SLC25A3	5250	12q23.1	5250
SNORA53	-4117	12q23.1	677832
IKBIP	121457	12q23.1	121457
APAF1	317	12q23.1	317
ANKS1B	56899	12q23.1	56899
RNA5SP366	-4118	12q23.1	100873625
FAM71C	196472	12q23.1	196472
UHRF1BP1L	23074	12q23.1	23074
GOLGA2B	55592	12q23.1	GOLGA2B
RN7SL176P	-4119	12q23.1	106480968
ACTR6	64431	12q23.1	64431
DEPDC4	120863	12q23.1	120863
SCYL2	55681	12q23.1	55681
SLC17A8	246213	12q23.1	246213
snoU13|ENSG00000238748.1	-4120	12q23.1	snoU13|ENSG00000238748.1
NR1H4	9971	12q23.1	9971
GAS2L3	283431	12q23.1	283431
ANO4	121601	12q23.1	121601
SLC5A8	-4121	12q23.1	160728
UTP20	27340	12q23.2	27340
snoU13|ENSG00000238800.1	-4122	12q23.2	snoU13|ENSG00000238800.1
ARL1	400	12q23.2	400
RNA5SP367	-4123	12q23.2	100873626
SPIC	121599	12q23.2	121599
MYBPC1	4604	12q23.2	4604
CHPT1	56994	12q23.2	56994
SYCP3	50511	12q23.2	50511
GNPTAB	79158	12q23.2	79158
RNA5SP368	-4124	12q23.2	100873627
snoU13|ENSG00000238940.1	-4125	12q23.2	snoU13|ENSG00000238940.1
RNA5SP369	-4126	12q23.2	100873628
DRAM1	55332	12q23.2	55332
CCDC53	51019	12q23.2	51019
NUP37	79023	12q23.2	79023
PARPBP	55010	12q23.2	55010
PMCH	5367	12q23.2	5367
RN7SL793P	-4127	12q23.2	106481137
IGF1	3479	12q23.2	3479
LINC00485	-4128	12q23.2	283432
PAH	5053	12q23.2	5053
ASCL1	429	12q23.2	429
C12orf42	374470	12q23.2	374470
STAB2	55576	12q23.3	55576
U8|ENSG00000212594.1	-4129	12q23.3	U8|ENSG00000212594.1
snoU13|ENSG00000238914.1	-4130	12q23.3	snoU13|ENSG00000238914.1
NT5DC3	51559	12q23.3	51559
HSP90B1	7184	12q23.3	7184
MIR3652	-4131	12q23.3	100500842
C12orf73	728568	12q23.3	728568
TDG	6996	12q23.3	6996
GLT8D2	83468	12q23.3	83468
HCFC2	-4132	12q23.3	29915
NFYB	4801	12q23.3	4801
RNA5SP370	-4133	12q23.3	106480765
TXNRD1	7296	12q23.3	7296
EID3	493861	12q23.3	493861
CHST11	50515	12q23.3	50515
MIR3922	-4134	12q23.3	100500843
SLC41A2	84102	12q23.3	84102
C12orf45	-4135	12q23.3	121053
ALDH1L2	160428	12q23.3	160428
KIAA1033	23325	12q23.3	23325
APPL2	55198	12q23.3	55198
C12orf75	387882	12q23.3	387882
NUAK1	9891	12q23.3	9891
CKAP4	10970	12q23.3	10970
TCP11L2	255394	12q23.3	255394
POLR3B	55703	12q23.3	55703
RFX4	5992	12q23.3	5992
RIC8B	55188	12q23.3	55188
C12orf23	90488	12q23.3	C12orf23
MTERFD3	80298	12q23.3	MTERFD3
CRY1	1407	12q23.3	1407
BTBD11	121551	12q23.3	121551
SNORD74|ENSG00000200897.1	-4136	12q23.3	SNORD74|ENSG00000200897.1
RNA5SP371	-4137	12q23.3	100873629
PWP1	11137	12q23.3	11137
PRDM4	11108	12q23.3	11108
ASCL4	121549	12q23.3	121549
WSCD2	9671	12q23.3	9671
CMKLR1	1240	12q23.3	1240
FICD	-4138	12q23.3	11153
SART3	9733	12q23.3	9733
ISCU	23479	12q23.3	23479
TMEM119	338773	12q23.3	338773
SELPLG	6404	12q24.11	6404
CORO1C	23603	12q24.11	23603
SNORA40|ENSG00000264043.2	-4139	12q24.11	SNORA40|ENSG00000264043.2
SSH1	54434	12q24.11	54434
MIR619	-4140	12q24.11	693204
DAO	1610	12q24.11	1610
SVOP	55530	12q24.11	55530
USP30	84749	12q24.11	84749
RNA5SP372	-4141	12q24.11	100873630
ALKBH2	121642	12q24.11	121642
UNG	7374	12q24.11	7374
ACACB	32	12q24.11	32
FOXN4	121643	12q24.11	121643
MYO1H	283446	12q24.11	283446
KCTD10	83892	12q24.11	83892
UBE3B	89910	12q24.11	89910
MMAB	326625	12q24.11	326625
MVK	4598	12q24.11	4598
RN7SKP250	-4142	12q24.11	106479206
FAM222A	84915	12q24.11	84915
TRPV4	59341	12q24.11	59341
MIR4497	100616454	12q24.11	100616454
GLTP	51228	12q24.11	51228
RN7SL441P	-4143	12q24.11	106479383
TCHP	84260	12q24.11	84260
GIT2	9815	12q24.11	9815
ANKRD13A	88455	12q24.11	88455
C12orf76	400073	12q24.11	400073
IFT81	28981	12q24.11	28981
ATP2A2	488	12q24.11	488
RN7SL769P	-4144	12q24.11	106479502
ANAPC7	51434	12q24.11	51434
ARPC3	10094	12q24.11	10094
GPN3	51184	12q24.11	51184
FAM216A	29902	12q24.11	29902
VPS29	51699	12q24.11	51699
SNORD50|ENSG00000202335.1	-4145	12q24.11	SNORD50|ENSG00000202335.1
RAD9B	144715	12q24.11	144715
PPTC7	-4146	12q24.11	160760
TCTN1	79600	12q24.11	79600
HVCN1	84329	12q24.11	84329
RN7SL387P	-4147	12q24.11	106481029
PPP1CC	5501	12q24.11	5501
CCDC63	160762	12q24.11	160762
MYL2	4633	12q24.11	4633
CUX2	23316	12q24.11	23316
RNA5SP373	-4148	12q24.12	100873631
FAM109A	144717	12q24.12	144717
SH2B3	10019	12q24.12	10019
ATXN2	6311	12q24.12	6311
U7|ENSG00000272215.1	-4149	12q24.12	U7|ENSG00000272215.1
BRAP	8315	12q24.12	8315
ACAD10	80724	12q24.12	80724
ALDH2	217	12q24.12	217
MAPKAPK5	8550	12q24.12	8550
ADAM1A	-4150	12q24.13	8759
TMEM116	89894	12q24.13	89894
ERP29	10961	12q24.13	10961
NAA25	80018	12q24.13	80018
MIR3657	-4151	12q24.13	100500889
TRAFD1	10906	12q24.13	10906
HECTD4	283450	12q24.13	283450
RN7SKP71	-4152	12q24.13	106479126
PTPN11	5781	12q24.13	5781
RPL6	6128	12q24.13	6128
RPH3A	22895	12q24.13	22895
OAS1	4938	12q24.13	4938
OAS3	4940	12q24.13	4940
OAS2	4939	12q24.13	4939
DTX1	1840	12q24.13	1840
RASAL1	8437	12q24.13	8437
CCDC42B	387885	12q24.13	CCDC42B
DDX54	79039	12q24.13	79039
C12orf52	84934	12q24.13	C12orf52
IQCD	115811	12q24.13	115811
TPCN1	53373	12q24.13	53373
SLC24A6	80024	12q24.13	SLC24A6
PLBD2	196463	12q24.13	196463
SDS	10993	12q24.13	10993
SDSL	113675	12q24.13	113675
LHX5	-4153	12q24.13	64211
RBM19	9904	12q24.13	9904
TBX5	6910	12q24.21	6910
RN7SKP216	-4154	12q24.21	106479190
TBX3	6926	12q24.21	6926
SNORA27|ENSG00000252459.1	-4155	12q24.21	SNORA27|ENSG00000252459.1
RN7SL865P	-4156	12q24.21	106481154
SNORD56|ENSG00000200112.1	-4157	12q24.21	SNORD56|ENSG00000200112.1
MED13L	23389	12q24.21	23389
MIR620	-4158	12q24.21	693205
LINC00173	-4159	12q24.22	100287569
MAP1LC3B2	-4160	12q24.22	643246
C12orf49	79794	12q24.22	79794
RNFT2	84900	12q24.22	84900
HRK	-4161	12q24.22	8739
FBXW8	26259	12q24.22	26259
TESC	54997	12q24.22	54997
FBXO21	23014	12q24.22	23014
NOS1	4842	12q24.22	4842
KSR2	283455	12q24.22	283455
RFC5	5985	12q24.23	5985
WSB2	55884	12q24.23	55884
VSIG10	54621	12q24.23	54621
PEBP1	5037	12q24.23	5037
TAOK3	51347	12q24.23	51347
SUDS3	64426	12q24.23	64426
RNA5SP374	-4162	12q24.23	100873632
SNORA38|ENSG00000201042.1	-4163	12q24.23	SNORA38|ENSG00000201042.1
SRRM4	84530	12q24.23	84530
RN7SL508P	-4164	12q24.23	106481061
HSPB8	26353	12q24.23	26353
CCDC60	160777	12q24.23	160777
TMEM233	387890	12q24.23	387890
RN7SKP197	-4165	12q24.23	106480894
PRKAB1	5564	12q24.23	5564
CIT	11113	12q24.23	11113
MIR1178	-4166	12q24.23	100302274
CCDC64	92558	12q24.23	CCDC64
snoU13|ENSG00000272464.1	-4167	12q24.23	snoU13|ENSG00000272464.1
RAB35	11021	12q24.23	11021
GCN1L1	10985	12q24.23	GCN1L1
MIR4498	-4168	12q24.23	100616179
RPLP0	6175	12q24.23	6175
PXN	5829	12q24.23	5829
SIRT4	23409	12q24.31	23409
PLA2G1B	5319	12q24.31	5319
MSI1	4440	12q24.31	4440
RPS27P25	-4169	12q24.31	100271584
COX6A1	1337	12q24.31	1337
GATC	-4170	12q24.31	283459
TRIAP1	51499	12q24.31	51499
SRSF9	8683	12q24.31	8683
DYNLL1	8655	12q24.31	8655
COQ5	84274	12q24.31	84274
RNF10	9921	12q24.31	9921
POP5	51367	12q24.31	51367
CABP1	9478	12q24.31	9478
MLEC	9761	12q24.31	9761
UNC119B	84747	12q24.31	84747
MIR4700	100616329	12q24.31	100616329
ACADS	35	12q24.31	35
SPPL3	121665	12q24.31	121665
HNF1A	6927	12q24.31	6927
C12orf43	64897	12q24.31	64897
OASL	8638	12q24.31	8638
SNORA70|ENSG00000201945.1	-4171	12q24.31	SNORA70|ENSG00000201945.1
P2RX7	5027	12q24.31	5027
P2RX4	5025	12q24.31	5025
CAMKK2	10645	12q24.31	10645
ANAPC5	51433	12q24.31	51433
RNF34	80196	12q24.31	80196
KDM2B	84678	12q24.31	84678
ORAI1	-4172	12q24.31	84876
MORN3	283385	12q24.31	283385
TMEM120B	144404	12q24.31	144404
RHOF	54509	12q24.31	54509
SETD1B	23067	12q24.31	23067
HPD	3242	12q24.31	3242
PSMD9	5715	12q24.31	5715
WDR66	144406	12q24.31	144406
BCL7A	-4173	12q24.31	605
MLXIP	-4174	12q24.31	22877
LRRC43	254050	12q24.31	254050
IL31	386653	12q24.31	386653
B3GNT4	79369	12q24.31	79369
DIABLO	56616	12q24.31	56616
VPS33A	65082	12q24.31	65082
CLIP1	6249	12q24.31	6249
ZCCHC8	-4175	12q24.31	55596
SNORA9|ENSG00000252192.1	-4176	12q24.31	SNORA9|ENSG00000252192.1
RSRC2	65117	12q24.31	65117
KNTC1	9735	12q24.31	9735
HCAR1	-4177	12q24.31	27198
HCAR2	338442	12q24.31	338442
HCAR3	8843	12q24.31	8843
DENR	8562	12q24.31	8562
CCDC62	84660	12q24.31	84660
HIP1R	9026	12q24.31	9026
VPS37B	79720	12q24.31	79720
ABCB9	23457	12q24.31	23457
ARL6IP4	51329	12q24.31	51329
OGFOD2	79676	12q24.31	79676
PITPNM2	57605	12q24.31	57605
MIR4304	-4178	12q24.31	100422931
RN7SL133P	-4179	12q24.31	RN7SL133P
MPHOSPH9	10198	12q24.31	10198
C12orf65	91574	12q24.31	91574
CDK2AP1	8099	12q24.31	8099
RNA5SP375	-4180	12q24.31	100873633
SBNO1	55206	12q24.31	55206
SETD8	387893	12q24.31	SETD8
RILPL2	196383	12q24.31	196383
SNRNP35	-4181	12q24.31	11066
RILPL1	353116	12q24.31	353116
MIR3908	100500909	12q24.31	100500909
TMED2	10959	12q24.31	10959
DDX55	57696	12q24.31	57696
SNORA9|ENSG00000206897.1	-4182	12q24.31	SNORA9|ENSG00000206897.1
EIF2B1	-4183	12q24.31	1967
ATP6V0A2	23545	12q24.31	23545
GTF2H3	2967	12q24.31	2967
TCTN2	79867	12q24.31	79867
DNAH10	196385	12q24.31	196385
CCDC92	80212	12q24.31	80212
DNAH10OS	-4184	12q24.31	642797
ZNF664	144348	12q24.31	144348
FAM101A	144347	12q24.31	144347
NCOR2	9612	12q24.31	9612
SCARB1	949	12q24.31	949
UBC	7316	12q24.31	7316
MIR5188	100847004	12q24.31	100847004
RPL22P19	-4185	12q24.31	644022
DHX37	57647	12q24.31	57647
BRI3BP	-4186	12q24.31	140707
AACS	65985	12q24.31	65985
TMEM132B	-4187	12q24.31	114795
LINC00939	-4188	12q24.32	400084
LINC00943	-4189	12q24.32	100507206
LINC00944	-4190	12q24.32	387895
LINC00507	-4191	12q24.32	100862680
LINC00508	-4192	12q24.32	104472718
MIR4419B	100616298	12q24.32	100616298
MIR3612	-4194	12q24.32	100500817
TMEM132C	-4193	12q24.32	92293
snoU13|ENSG00000238895.1	-4195	12q24.32	snoU13|ENSG00000238895.1
SLC15A4	121260	12q24.32	121260
GLT1D1	144423	12q24.33	144423
TMEM132D	121256	12q24.33	121256
FZD10	11211	12q24.33	11211
PIWIL1	9271	12q24.33	9271
RIMBP2	23504	12q24.33	23504
RN7SL534P	-4196	12q24.33	RN7SL534P
STX2	2054	12q24.33	2054
snoU13|ENSG00000238822.1	-4197	12q24.33	snoU13|ENSG00000238822.1
RAN	-4198	12q24.33	5901
GPR133	283383	12q24.33	GPR133
RNA5SP376	-4199	12q24.33	106479010
RNA5SP377	-4200	12q24.33	106479011
SFSWAP	6433	12q24.33	6433
RNA5SP378	-4201	12q24.33	100873634
MMP17	4326	12q24.33	4326
ULK1	8408	12q24.33	8408
PUS1	80324	12q24.33	80324
EP400	57634	12q24.33	57634
SNORA49	-4202	12q24.33	677829
EP400NL	347918	12q24.33	347918
DDX51	317781	12q24.33	317781
GALNT9	50614	12q24.33	50614
NOC4L	79050	12q24.33	79050
MUC8	-4203	12q24.33	100129528
FBRSL1	57666	12q24.33	57666
