Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID
PIRC106	22	100313877	
PIRC107	22	100313802	
PIRC108	22	100313878	
PIRC109	22	100313913	
PIRC110	22	100313879	
PIRC111	22	100313937	
PIRC112	22	100313803	
PIRC113	X	100313880	
PIRC114	X	100313881	
PIRT	17p12	644139	ENSG00000233670
PISD	22q12.2	23761	ENSG00000241878
PISRT1	3q23	140464	ENSG00000281473
PITHD1	1p36.11	57095	ENSG00000057757
PITPNA	17p13.3	5306	ENSG00000174238
PITPNA-AS1	17p13.3	100306951	ENSG00000236618
PITPNB	22q12.1	23760	ENSG00000180957
PITPNC1	17q24.3	26207	
PITPNM1	11q13.2	9600	ENSG00000110697
PITPNM2	12q24.31	57605	ENSG00000090975
PITPNM2-AS1	12q24.31	100507091	ENSG00000251497
PITPNM3	17p13.2-p13.1	83394	ENSG00000091622
PITRM1	10p15.2	10531	ENSG00000107959
PITRM1-AS1	10p15.2	100507034	ENSG00000237399
PITX1	5q31.1	5307	ENSG00000069011
PITX2	4q25	5308	ENSG00000164093
PITX3	10q24.32	5309	ENSG00000107859
PIWIL1	12q24.33	9271	ENSG00000125207
PIWIL2	8p21.3	55124	ENSG00000197181
PIWIL3	22q11.23	440822	ENSG00000184571
PIWIL4	11q21	143689	ENSG00000134627
PJA1	Xq13.1	64219	ENSG00000181191
PJA2	5q21.3	9867	ENSG00000198961
PJVK	2q31.2	494513	ENSG00000204311
PKD1	16p13.3	5310	ENSG00000008710
PKD1L1	7p12.3	168507	ENSG00000158683
PKD1L2	16q23.2	114780	ENSG00000166473
PKD1L3	16q22.2	342372	ENSG00000277481
PKD1P1	16p13.11	339044	ENSG00000244257
PKD1P2	16p13.11	283955	
PKD1P3	16p13	339039	
PKD1P4	16p13	353512	
PKD1P5	16p12.3	348156	ENSG00000254681
PKD1P6	16p13.11	353511	ENSG00000250251
PKD2	4q22.1	5311	ENSG00000118762
PKD2L1	10q24.31	9033	ENSG00000107593
PKD2L2	5q31.2	27039	ENSG00000078795
PKDCC	2p21	91461	ENSG00000162878
PKDREJ	22q13.31	10343	ENSG00000130943
PKHD1	6p12.3-p12.2	5314	ENSG00000170927
PKHD1L1	8q23.1-q23.2	93035	ENSG00000205038
PKIA	8q21.13	5569	ENSG00000171033
PKIA-AS1	8q21.13	101927003	ENSG00000254266
PKIB	6q22.31	5570	ENSG00000135549
PKIG	20q13.12	11142	ENSG00000168734
PKLR	1q22	5313	ENSG00000143627
PKM	15q23	5315	ENSG00000067225
PKMP1	1p13.2	643586	ENSG00000236480
PKMP2	Xq12	402408	ENSG00000235892
PKMP3	6q14.3	100419758	ENSG00000220563
PKMP4	8q21.11		ENSG00000254023
PKMP5	6p25.1	442156	ENSG00000215057
PKMYT1	16p13.3	9088	ENSG00000127564
PKN1	19p13.12	5585	ENSG00000123143
PKN2	1p22.2	5586	ENSG00000065243
PKN2-AS1	1p22.2	101927891	ENSG00000237505
PKN3	9q34.11	29941	ENSG00000160447
PKNOX1	21q22.3	5316	ENSG00000160199
PKNOX2	11q24.2	63876	ENSG00000165495
PKNOX2-AS1	11q24.2		ENSG00000254880
PKP1	1q32.1	5317	ENSG00000081277
PKP2	12p11.21	5318	ENSG00000057294
PKP2P1	12p13	82500	
PKP3	11p15.5	11187	ENSG00000184363
PKP4	2q24.1	8502	ENSG00000144283
PKP4-AS1	2q24.1	100129029	ENSG00000204380
PKP4P1	2q34	402116	ENSG00000229670
PLA1A	3q13.33	51365	ENSG00000144837
PLA2G1B	12q24.31	5319	ENSG00000170890
PLA2G2A	1p36.13	5320	ENSG00000188257
PLA2G2C	1p36.12	391013	ENSG00000187980
PLA2G2D	1p36.12	26279	ENSG00000117215
PLA2G2E	1p36.13	30814	ENSG00000188784
PLA2G2F	1p36.12	64600	ENSG00000158786
PLA2G3	22q12.2	50487	ENSG00000100078
PLA2G4A	1q31.1	5321	ENSG00000116711
PLA2G4B	15q15.1	100137049	ENSG00000243708
PLA2G4C	19q13.33	8605	ENSG00000105499
PLA2G4C-AS1	19q13.33		ENSG00000269420
PLA2G4D	15q14	283748	
PLA2G4E	15q15.1	123745	ENSG00000188089
PLA2G4E-AS1	15q15.1	101928388	ENSG00000246740
PLA2G4F	15q15.1	255189	
PLA2G5	1p36.13	5322	ENSG00000127472
PLA2G6	22q13.1	8398	ENSG00000184381
PLA2G7	6p12.3	7941	ENSG00000146070
PLA2G10	16p13.12	8399	ENSG00000069764
PLA2G12A	4q25	81579	ENSG00000123739
PLA2G12AP1	1p32.3	100420258	ENSG00000224680
PLA2G12AP2	13q13.3	100420281	ENSG00000225221
PLA2G12B	10q22.1	84647	ENSG00000138308
PLA2G15	16q22.1	23659	ENSG00000103066
PLA2R1	2q23-q24		ENSG00000153246
PLAA	9p21.2	9373	ENSG00000137055
PLAAT1	3q29	57110	ENSG00000127252
PLAAT2	11q12.3	54979	ENSG00000133328
PLAAT3	11q12.3-q13.1	11145	ENSG00000176485
PLAAT4	11q12.3	5920	ENSG00000133321
PLAAT5	11q12.3	117245	ENSG00000168004
PLAC1	Xq26.3	10761	ENSG00000170965
PLAC4	21q22.2	191585	ENSG00000280109
PLAC8	4q21.22	51316	ENSG00000145287
PLAC8L1	5q32	153770	ENSG00000173261
PLAC9	10q22.3	219348	ENSG00000189129
PLAC9P1	2q21.1	389033	ENSG00000214100
PLAG1	8q12.1	5324	ENSG00000181690
PLAGL1	6q24.2	5325	ENSG00000118495
PLAGL2	20q11.21	5326	ENSG00000126003
PLAT	8p11.21	5327	ENSG00000104368
PLAU	10q22.2	5328	ENSG00000122861
PLAUR	19q13	5329	ENSG00000011422
PLB1	2p23.2	151056	ENSG00000163803
PLBD1	12p13.1	79887	ENSG00000121316
PLBD1-AS1	12p13.1-p12.3	101928290	ENSG00000256751
PLBD2	12q24.13	196463	ENSG00000151176
PLCB1	20p12.3	23236	ENSG00000182621
PLCB1-IT1	20p12.3		ENSG00000225479
PLCB2	15q15.1	5330	ENSG00000137841
PLCB2-AS1	15q15.1		ENSG00000259307
PLCB3	11q13.1	5331	ENSG00000149782
PLCB4	20p12.3-p12.2	5332	ENSG00000101333
PLCD1	3p22.2	5333	ENSG00000187091
PLCD3	17q21.31	113026	ENSG00000161714
PLCD4	2q35	84812	ENSG00000115556
PLCE1	10q23.33	51196	ENSG00000138193
PLCE1-AS1	10q23.33	100128054	ENSG00000268894
PLCE1-AS2	10q23.33	101927049	ENSG00000232913
PLCE1P1	Xp21.2	100420075	ENSG00000276940
PLCG1	20q12	5335	ENSG00000124181
PLCG1-AS1	20q12	101927117	ENSG00000226648
PLCG2	16q24.1	5336	ENSG00000197943
PLCH1	3q25.31	23007	ENSG00000114805
PLCH1-AS1	3q25.31		ENSG00000239508
PLCH1-AS2	3q25.31		ENSG00000242925
PLCH2	1p36.32	9651	ENSG00000149527
PLCL1	2q33.1	5334	ENSG00000115896
PLCL2	3p24.3	23228	ENSG00000154822
PLCL2-AS1	3p24.3		ENSG00000226441
PLCXD1	Xp22.33 and Yp11.32	55344	ENSG00000182378
PLCXD2	3q13.2	257068	ENSG00000240891
PLCXD2-AS1	3q13.2		ENSG00000240766
PLCXD3	5p13.1	345557	ENSG00000182836
PLCZ1	12p12.3	89869	ENSG00000139151
PLD1	3q26.31	5337	ENSG00000075651
PLD2	17p13.2	5338	ENSG00000129219
PLD3	19q13.2	23646	ENSG00000105223
PLD4	14q32.33	122618	ENSG00000166428
PLD5	1q43	200150	ENSG00000180287
PLD6	17p11.2	201164	ENSG00000179598
PLEC	8q24.3	5339	ENSG00000178209
PLEK	2p14	5341	ENSG00000115956
PLEK2	14q23.3-q24.1	26499	ENSG00000100558
PLEKHA1	10q26.13	59338	ENSG00000107679
PLEKHA2	8p11.22	59339	ENSG00000169499
PLEKHA3	2q31.2	65977	ENSG00000116095
PLEKHA3P1	19q13.2	91405	ENSG00000269800
PLEKHA4	19q13.33	57664	ENSG00000105559
PLEKHA5	12p12.3	54477	ENSG00000052126
PLEKHA6	1q32.1	22874	ENSG00000143850
PLEKHA7	11p15	144100	ENSG00000166689
PLEKHA8	7p14.3	84725	ENSG00000106086
PLEKHA8P1	12q12	51054	ENSG00000134297
PLEKHB1	11q13.4	58473	ENSG00000021300
PLEKHB2	2q21.1	55041	ENSG00000115762
PLEKHD1	14q24.1	400224	ENSG00000175985
PLEKHF1	19q12	79156	ENSG00000166289
PLEKHF2	8q22.1	79666	ENSG00000175895
PLEKHG1	6q25.1	57480	ENSG00000120278
PLEKHG2	19q13.2	64857	ENSG00000090924
PLEKHG3	14q23.3	26030	ENSG00000126822
PLEKHG4	16q22.1	25894	
PLEKHG4B	5p15.33	153478	ENSG00000153404
PLEKHG5	1p36.31	57449	ENSG00000171680
PLEKHG6	12p13.31	55200	ENSG00000008323
PLEKHG7	12q22	440107	
PLEKHH1	14q24.1	57475	
PLEKHH2	2p21	130271	ENSG00000152527
PLEKHH3	17q21.2	79990	
PLEKHJ1	19p13.3	55111	
PLEKHM1	17q21.31	9842	
PLEKHM1P1	17q24.1	440456	ENSG00000214176
PLEKHM2	1p36.21	23207	ENSG00000116786
PLEKHM3	2q33.3	389072	ENSG00000178385
PLEKHN1	1p36.33	84069	ENSG00000187583
PLEKHO1	1q21.2	51177	ENSG00000023902
PLEKHO2	15q22.31	80301	ENSG00000241839
PLEKHS1	10q25.3	79949	ENSG00000148735
PLET1	11q23.1	349633	ENSG00000188771
PLG	6q26	5340	ENSG00000122194
PLGLA	2q12.2	285189	ENSG00000240935
PLGLB1	2p11.2	5343	ENSG00000183281
PLGLB2	2p11.2	5342	ENSG00000125551
PLGRKT	9p24.1	55848	ENSG00000107020
PLIN1	15q26.1	5346	ENSG00000166819
PLIN2	9p22.1	123	ENSG00000147872
PLIN3	19p13.3	10226	
PLIN4	19p13.3	729359	ENSG00000167676
PLIN5	19p13.3	440503	ENSG00000214456
PLK1	16p12.2	5347	ENSG00000166851
PLK2	5q11.2	10769	ENSG00000145632
PLK3	1p34.1	1263	ENSG00000173846
PLK4	4q28.1	10733	ENSG00000142731
PLK5	19p13.3	126520	ENSG00000185988
PLLP	16q13	51090	ENSG00000102934
PLN	6q22.31	5350	ENSG00000198523
PLOD1	1p36.22	5351	ENSG00000083444
PLOD2	3q24	5352	ENSG00000152952
PLOD3	7q22.1	8985	ENSG00000106397
PLP1	Xq22.2	5354	ENSG00000123560
PLP2	Xp11.23	5355	ENSG00000102007
PLPBP	8p11.23	11212	ENSG00000147471
PLPP1	5q11.2	8611	ENSG00000067113
PLPP2	19p13.3	8612	ENSG00000141934
PLPP3	1p32.2	8613	ENSG00000162407
PLPP4	10q26.12	196051	ENSG00000203805
PLPP5	8p11.23	84513	ENSG00000147535
PLPP6	9p24.1	403313	ENSG00000205808
PLPP7	9q34.13	84814	ENSG00000160539
PLPPR1	9q31.1	54886	ENSG00000148123
PLPPR2	19p13.2	64748	ENSG00000105520
PLPPR3	19p13.3	79948	ENSG00000129951
PLPPR4	1p21.3-p21.2	9890	ENSG00000117600
PLPPR5	1p21.3	163404	ENSG00000117598
PLRG1	4q31.3	5356	ENSG00000171566
PLS1	3q23	5357	ENSG00000120756
PLS1-AS1	3q23		ENSG00000239641
PLS3	Xq23	5358	ENSG00000102024
PLS3-AS1	Xq23	101927352	ENSG00000271826
PLSCR1	3q24	5359	ENSG00000188313
PLSCR2	3q24	57047	ENSG00000163746
PLSCR3	17p13.1	57048	ENSG00000187838
PLSCR4	3q24	57088	ENSG00000114698
PLSCR5	3q24	389158	ENSG00000231213
PLSCR5-AS1	3q24		ENSG00000241457
PLTP	20q13.12	5360	ENSG00000100979
PLUT	13q12.2		ENSG00000247381
PLVAP	19p13.11	83483	ENSG00000130300
PLXDC1	17q12	57125	ENSG00000161381
PLXDC2	10p12.31	84898	ENSG00000120594
PLXNA1	3q21.3	5361	ENSG00000114554
PLXNA2	1q32.2	5362	ENSG00000076356
PLXNA3	Xq28	55558	ENSG00000130827
PLXNA4	7q32.3	91584	ENSG00000221866
PLXNB1	3p21.31	5364	ENSG00000164050
PLXNB2	22q13.33	23654	ENSG00000196576
PLXNB3	Xq28	5365	ENSG00000198753
PLXNC1	12q22	10154	ENSG00000136040
PLXND1	3q22.1	23129	ENSG00000004399
PM20D1	1q32.1	148811	ENSG00000162877
PM20D2	6q15	135293	ENSG00000146281
PMAIP1	18q21.32	5366	ENSG00000141682
PMCH	12q23.2	5367	ENSG00000183395
PMCHL1	5p14.3	5369	ENSG00000168967
PMCHL2	5q13.2	5370	ENSG00000169040
PMEL	12q13.2	6490	ENSG00000185664
PMEPA1	20q13.31	56937	ENSG00000124225
PMF1	1q22	11243	ENSG00000160783
PMF1-BGLAP	1q22	100527963	ENSG00000260238
PMFBP1	16q22.2	83449	ENSG00000118557
PMIS2	19q13.12		ENSG00000283758
PML	15q24.1	5371	ENSG00000140464
PMM1	22q13.2	5372	ENSG00000100417
PMM2	16p13.2	5373	ENSG00000140650
PMM2P1	18p11.22	390831	ENSG00000265038
PMM2P2	18p11.21	646065	
PMP2	8q21.13	5375	ENSG00000147588
PMP22	17p12	5376	ENSG00000109099
PMPCA	9q34.3	23203	ENSG00000165688
PMPCAP1	4q22.1	133083	ENSG00000248817
PMPCB	7q22.1	9512	ENSG00000105819
PMS1	2q32.2	5378	ENSG00000064933
PMS2	7p22.1	5395	ENSG00000122512
PMS2CL	7p22.1	441194	ENSG00000187953
PMS2P1	7q22.1	5379	ENSG00000078319
PMS2P2	7q11.23	5380	ENSG00000278416
PMS2P3	7q11.23	5387	ENSG00000127957
PMS2P4	7q11.21	5382	ENSG00000067601
PMS2P5	7q11.23	5383	ENSG00000123965
PMS2P6	7q11.23	729453	ENSG00000174384
PMS2P7	7q11.23	100101440	ENSG00000229018
PMS2P8	7q11.23	729299	
PMS2P9	7q11.23	100132832	ENSG00000233448
PMS2P10	7q11.23	100288713	ENSG00000276840
PMS2P11	7q11.23		ENSG00000241350
PMS2P12	7q22.1	392713	
PMVK	1q21.3	10654	ENSG00000163344
PNCK	Xq28	139728	ENSG00000130822
PNISR	6q16.2	25957	ENSG00000132424
PNKD	2q35	25953	ENSG00000127838
PNKDP1	Xq26.2	100506715	ENSG00000228089
PNKP	19q13.33	11284	
PNLDC1	6q25.3	154197	ENSG00000146453
PNLIP	10q25.3	5406	ENSG00000175535
PNLIPP1	10q25.3	100419068	ENSG00000232091
PNLIPRP1	10q25.3	5407	ENSG00000187021
PNLIPRP2	10q25.3	5408	ENSG00000266200
PNLIPRP3	10q25.3	119548	ENSG00000203837
PNMA1	14q24.3	9240	ENSG00000176903
PNMA2	8p21.2	10687	ENSG00000240694
PNMA3	Xq28	29944	ENSG00000183837
PNMA5	Xq28	114824	ENSG00000198883
PNMA6A	Xq28	84968	ENSG00000235961
PNMA6B	Xq28	728513	ENSG00000268883
PNMA6E	Xq28	649238	ENSG00000214897
PNMA6F	Xq28	105373377	ENSG00000225110
PNMA8A	19q13.32	55228	ENSG00000182013
PNMA8B	19q13.32	57469	ENSG00000204851
PNMA8C	19q13.32		ENSG00000277531
PNMT	17q12	5409	ENSG00000141744
PNN	14q21.1	5411	ENSG00000100941
PNO1	2p14	56902	ENSG00000115946
PNOC	8p21.1	5368	ENSG00000168081
PNP	14q11.2	4860	ENSG00000198805
PNPLA1	6p21.31	285848	ENSG00000180316
PNPLA2	11p15.5	57104	ENSG00000177666
PNPLA3	22q13.31	80339	ENSG00000100344
PNPLA4	Xp22.31	8228	ENSG00000006757
PNPLA4P1	Yq11.221	100462832	ENSG00000235451
PNPLA5	22q13.31	150379	ENSG00000100341
PNPLA6	19p13.2	10908	
PNPLA7	9q34.3	375775	ENSG00000130653
PNPLA8	7q31.1	50640	ENSG00000135241
PNPLA10P	Xq25	643773	
PNPO	17q21.32	55163	ENSG00000108439
PNPP1	2p12	647275	ENSG00000228209
PNPT1	2p16.1	87178	ENSG00000138035
PNPT1P1	3p26.2	100288506	ENSG00000229241
PNPT1P2	7q31.32	100533721	ENSG00000233272
PNRC1	6q15	10957	ENSG00000146278
PNRC2	1p36.11	55629	ENSG00000189266
PNRC2P1	1p12	100131261	ENSG00000228217
POC1A	3p21.2	25886	ENSG00000164087
POC1B	12q21.33	282809	ENSG00000139323
POC1B-AS1	12q21.33		ENSG00000270344
POC1B-GALNT4	12q21.33	100528030	ENSG00000259075
POC5	5q13.3	134359	ENSG00000152359
PODN	1p32.3	127435	ENSG00000174348
PODNL1	19p13.12	79883	ENSG00000132000
PODXL	7q32.3	5420	ENSG00000128567
PODXL2	3q21.3	50512	ENSG00000114631
POF1B	Xq21.1	79983	ENSG00000124429
POFUT1	20q11.21	23509	ENSG00000101346
POFUT2	21q22.3	23275	ENSG00000186866
POGK	1q24.1	57645	ENSG00000143157
POGLUT1	3q13.33	56983	ENSG00000163389
POGLUT2	13q33.1	79070	ENSG00000134901
POGLUT3	11q22.3	143888	ENSG00000178202
POGZ	1q21.3	23126	ENSG00000143442
POLA1	Xp22.11-p21.3	5422	ENSG00000101868
POLA2	11q13.1	23649	ENSG00000014138
POLB	8p11.21	5423	ENSG00000070501
POLD1	19q13.3	5424	ENSG00000062822
POLD2	7p13	5425	ENSG00000106628
POLD2P1	5q15	391811	ENSG00000213730
POLD3	11q13.4	10714	ENSG00000077514
POLD4	11q13.2	57804	ENSG00000175482
POLDIP2	17q11.2	26073	ENSG00000004142
POLDIP3	22q13.2	84271	ENSG00000100227
POLE	12q24.33	5426	ENSG00000177084
POLE2	14q21.3	5427	ENSG00000100479
POLE3	9q32	54107	ENSG00000148229
POLE4	2p12	56655	ENSG00000115350
POLG	15q26.1	5428	ENSG00000140521
POLG2	17q23.3	11232	ENSG00000256525
POLH	6p21.1	5429	ENSG00000170734
POLH-AS1	6p21.1		ENSG00000203362
POLHP1	2q35		ENSG00000232970
POLI	18q21.2	11201	ENSG00000101751
POLK	5q13.3	51426	ENSG00000122008
POLL	10q24.32	27343	ENSG00000166169
POLM	7p13	27434	ENSG00000122678
POLN	4p16.3	353497	ENSG00000130997
POLQ	3q13.33	10721	ENSG00000051341
POLR1A	2p11.2	25885	ENSG00000068654
POLR1B	2q14.1	84172	ENSG00000125630
POLR1C	6p21.1	9533	ENSG00000171453
POLR1D	13q12.2	51082	ENSG00000186184
POLR1E	9p13.2	64425	ENSG00000137054
POLR2A	17p13.1	5430	ENSG00000181222
POLR2B	4q12	5431	ENSG00000047315
POLR2C	16q21	5432	ENSG00000102978
POLR2CP1	21q11.2	54038	ENSG00000228600
POLR2D	2q14.3	5433	ENSG00000144231
POLR2E	19p13.3	5434	ENSG00000099817
POLR2F	22q13.1	5435	ENSG00000100142
POLR2G	11q12.3	5436	ENSG00000168002
POLR2H	3q27.1	5437	ENSG00000163882
POLR2I	19q13.12	5438	ENSG00000105258
POLR2J	7q22.1	5439	ENSG00000005075
POLR2J2	7q22.1	246721	ENSG00000228049
POLR2J3	7q22.1	548644	ENSG00000168255
POLR2J4	7p13	84820	ENSG00000272655
POLR2K	8q22.2	5440	ENSG00000147669
POLR2KP1	12q13.12		ENSG00000258284
POLR2KP2	13q14.2		ENSG00000224510
POLR2L	11p15.5	5441	ENSG00000177700
POLR2LP1	6p21.33	493825	ENSG00000238211
POLR2M	15q21.3	81488	ENSG00000255529
POLR3A	10q22.3	11128	ENSG00000148606
POLR3B	12q23.3	55703	ENSG00000013503
POLR3C	1q21.1	10623	ENSG00000186141
POLR3D	8p21.3	661	ENSG00000168495
POLR3DP1	10q22.2	100422384	ENSG00000214626
POLR3E	16p12.2	55718	ENSG00000058600
POLR3F	20p11.23	10621	ENSG00000132664
POLR3G	5q14.3	10622	ENSG00000113356
POLR3GL	1q21.1	84265	ENSG00000121851
POLR3GP1	14q32.12	100422395	ENSG00000268295
POLR3GP2	18q21.1	100422391	ENSG00000266984
POLR3H	22q13.2	171568	ENSG00000100413
POLR3K	16p13.3	51728	ENSG00000161980
POLR3KP1	13q21.2	100289667	ENSG00000232647
POLR3KP2	17q25.1	390811	ENSG00000265469
POLRMT	19p13.3	5442	ENSG00000099821
POLRMTP1	17q23.2	284167	ENSG00000266066
POM121	7q11.23	9883	ENSG00000196313
POM121B	7q11.23	100288540	ENSG00000205578
POM121C	7q11.23	100101267	ENSG00000272391
POM121L1P	22q11.22	25812	ENSG00000183169
POM121L2	6p22.1	94026	ENSG00000158553
POM121L3P	20p11.21	651452	ENSG00000167390
POM121L4P	22q11.2		ENSG00000217261
POM121L6P	6p22.2	729392	ENSG00000243307
POM121L7P	22q11.21	728418	ENSG00000239511
POM121L8P	22q11.21	29797	ENSG00000229266
POM121L9P	22q11.23	29774	ENSG00000128262
POM121L10P	22q11.23	646074	ENSG00000224124
POM121L11P	22q11.23	100129643	
POM121L12	7p12.1	285877	ENSG00000221900
POM121L13P	13q12.3		ENSG00000236339
POM121L14P	6p11.2	727805	ENSG00000218189
POMC	2p23.3	5443	ENSG00000115138
POMGNT1	1p34.1	55624	ENSG00000085998
POMGNT2	3p22.1	84892	ENSG00000144647
POMK	8p11.21	84197	ENSG00000185900
POMP	13q12.3	51371	ENSG00000132963
POMT1	9q34.13	10585	ENSG00000130714
POMT2	14q24.3	29954	ENSG00000009830
POMZP3	7q11.23	22932	ENSG00000146707
PON1	7q21.3	5444	ENSG00000005421
PON2	7q21.3	5445	ENSG00000105854
PON3	7q21.3	5446	ENSG00000105852
POP1	8q22.2	10940	ENSG00000104356
POP4	19q12	10775	ENSG00000105171
POP5	12q24.31	51367	ENSG00000167272
POP7	7q22.1	10248	ENSG00000172336
POPDC2	3q13.33	64091	ENSG00000121577
POPDC3	6q21	64208	ENSG00000132429
POR	7q11.23	5447	ENSG00000127948
PORCN	Xp11.23	64840	ENSG00000102312
POSTN	13q13.3	10631	ENSG00000133110
POT1	7q31.33	25913	ENSG00000128513
POT1-AS1	7q31.33		ENSG00000224897
POTEA	8p11.1	340441	ENSG00000188877
POTEB	15q11.2	100996331	ENSG00000233917
POTEB2	15q11.2	100287399	ENSG00000230031
POTEB3	15q11.2	102724631	ENSG00000278522
POTEC	18p11.21	388468	ENSG00000183206
POTED	21q11.2	317754	ENSG00000166351
POTEE	2q21.1	445582	ENSG00000188219
POTEF	2q21.1	728378	ENSG00000196604
POTEF-AS1	2q21.1	105373617	ENSG00000224087
POTEG	14q11.2	404785	ENSG00000187537
POTEH	22q11.1	23784	ENSG00000198062
POTEH-AS1	22q11.1		ENSG00000236666
POTEI	2q21.1	653269	ENSG00000196834
POTEJ	2q21.1	653781	ENSG00000222038
POTEKP	2q21.1	440915	ENSG00000204434
POTEM	14q11.2	641455	ENSG00000222036
POU1F1	3p11.2	5449	ENSG00000064835
POU2AF1	11q23.1	5450	
POU2F1	1q24.2	5451	ENSG00000143190
POU2F2	19q13.2	5452	ENSG00000028277
POU2F3	11q23.3	25833	ENSG00000137709
POU3F1	1p34.3	5453	ENSG00000185668
POU3F2	6q16.1	5454	ENSG00000184486
POU3F3	2q12.1	5455	ENSG00000198914
POU3F4	Xq21.1	5456	ENSG00000196767
POU4F1	13q31.1	5457	ENSG00000152192
POU4F2	4q31.22	5458	ENSG00000151615
POU4F3	5q32	5459	ENSG00000091010
POU5F1	6p21.33	5460	ENSG00000204531
POU5F1B	8q24.21	5462	ENSG00000212993
POU5F1P2	8q22.3	100129512	ENSG00000253382
POU5F1P3	12p13.31	642559	ENSG00000235602
POU5F1P4	1q22	645682	ENSG00000237872
POU5F1P5	10q21.3	100009667	ENSG00000236375
POU5F1P6	3q21.3	100009668	ENSG00000242551
POU5F1P7	3q11.2	100009669	ENSG00000248365
POU5F2	5q15	134187	ENSG00000248483
POU6F1	12q13.13	5463	ENSG00000184271
POU6F2	7p14.1	11281	ENSG00000106536
POU6F2-AS1	7p14.1		ENSG00000224122
POU6F2-AS2	7p14.1		ENSG00000233854
PP1P	3p24.3	151842	
PP2D1	3p24.3	151649	ENSG00000183977
PPA1	10q22.1	5464	ENSG00000180817
PPA2	4q24	27068	ENSG00000138777
PPAN	19p13.2	56342	ENSG00000130810
PPAN-P2RY11	19p13.2	692312	ENSG00000243207
PPARA	22q13.31	5465	ENSG00000186951
PPARD	6p21.31	5467	ENSG00000112033
PPARG	3p25.2	5468	ENSG00000132170
PPARGC1A	4p15.2	10891	ENSG00000109819
PPARGC1B	5q32	133522	ENSG00000155846
PPAT	4q12	5471	ENSG00000128059
PPATP1	3p12.1	100289640	ENSG00000241293
PPATP2	Xq21.1	100421601	ENSG00000271433
PPBP	4q13.3	5473	ENSG00000163736
PPBPP1	4q13.3	728045	ENSG00000250550
PPBPP2	4q13.3	10895	ENSG00000248848
PPCDC	15q24.2	60490	ENSG00000138621
PPCS	1p34.2	79717	ENSG00000127125
PPDPF	20q13.33	79144	ENSG00000125534
PPDPFL	8q11.21	492307	ENSG00000168333
PPEF1	Xp22.13	5475	ENSG00000086717
PPEF1-AS1	Xp22.13		ENSG00000237221
PPEF2	4q21.1	5470	ENSG00000156194
PPFIA1	11q13.3	8500	ENSG00000131626
PPFIA2	12q21.31	8499	ENSG00000139220
PPFIA2-AS1	12q21.31	102724663	ENSG00000257467
PPFIA3	19q13.33	8541	ENSG00000177380
PPFIA4	1q32.1	8497	ENSG00000143847
PPFIBP1	12p11.23-p11.22	8496	ENSG00000110841
PPFIBP2	11p15.4	8495	ENSG00000166387
PPHLN1	12q12	51535	
PPIA	7p13	5478	ENSG00000196262
PPIAL4A	1p11.2	653505	ENSG00000263353
PPIAL4C	1q21.2	653598	ENSG00000263464
PPIAL4D	1q21.1	645142	ENSG00000256374
PPIAL4E	1q21.1	730262	ENSG00000271567
PPIAL4F	1q21.1	728945	ENSG00000279782
PPIAL4G	1q21.2	644591	ENSG00000236334
PPIAL4H	1q21.1	105371242	ENSG00000270339
PPIAP1	21q21.1	100288185	ENSG00000215351
PPIAP2	20p11.21	170537	ENSG00000227379
PPIAP3	20q11.23	170539	ENSG00000235044
PPIAP4	14q21.1	122552	ENSG00000258591
PPIAP5	14q23.1	122842	ENSG00000258996
PPIAP6	14q24.1	319128	ENSG00000258477
PPIAP7	1p21.2	5489	ENSG00000173810
PPIAP8	12q23.1	341457	ENSG00000225185
PPIAP9	6p21.33	5491	ENSG00000219797
PPIAP10	20q13.2	140913	ENSG00000224530
PPIAP11	5q14.1	5483	ENSG00000251495
PPIAP13	10q22.2	5485	ENSG00000237882
PPIAP14	18p11.31	5486	ENSG00000264775
PPIAP15	3q13.13	5487	ENSG00000244196
PPIAP16	3p14.3	5488	ENSG00000213509
PPIAP17	20p12.1	170540	ENSG00000225622
PPIAP18	3p21.32	729673	
PPIAP19	10q25.3	390006	ENSG00000228169
PPIAP20	19p13.2	100500737	ENSG00000235686
PPIAP21	20q13.11	170536	ENSG00000226038
PPIAP22	21q21.1	653214	ENSG00000198618
PPIAP23	13q31.3	390419	ENSG00000214178
PPIAP24	13q33.3	122335	ENSG00000174408
PPIAP25	13q14.13	647085	ENSG00000229303
PPIAP26	13q14.3	121981	ENSG00000150276
PPIAP27	13q12.11	100874405	ENSG00000234363
PPIAP28	13q12.11	390378	ENSG00000226633
PPIAP29	6p22.3	134997	ENSG00000214975
PPIAP30	10p13	100192204	ENSG00000206448
PPIAP31	10p11.22	439953	ENSG00000217094
PPIAP32	10q26.3	101927399	ENSG00000233319
PPIAP33	9p24.1	392285	ENSG00000178654
PPIAP34	1p36.12	101060363	ENSG00000234397
PPIAP35	1p34.1	128192	ENSG00000232369
PPIAP36	1p34.1	111082961	ENSG00000236872
PPIAP37	1q23.3	111082976	ENSG00000226003
PPIAP38	10q25.1		ENSG00000233477
PPIAP39	10q25.3	111082963	ENSG00000230018
PPIAP40	11p15.4	107984349	ENSG00000230593
PPIAP41	11p11.2	112268074	ENSG00000254463
PPIAP42	11q12.1	100507231	ENSG00000213592
